 2.2212e-02	 1.0145e+00	 9.8568e-01	 6.3427e-01	 6.2519e-03	 19	 dhiq_300K.sdf
 1.4869e-02	 1.0183e+00	 9.8200e-01	 5.2247e-01	 5.1307e-03	 20	 dhiq_300K.sdf
 9.9244e-03	 1.0185e+00	 9.8181e-01	 7.4809e-01	 7.3448e-03	 21	 dhiq_300K.sdf

 
 1.9998e+01	 1.7491e+00	 5.7171e-01	 2.7009e-01	 1.5441e-03	 1	 dhiq_320K.sdf
 1.3406e+01	 1.7430e+00	 5.7374e-01	 5.1236e-01	 2.9396e-03	 2	 dhiq_320K.sdf
 8.9850e+00	 1.7858e+00	 5.5998e-01	 7.4320e-01	 4.1618e-03	 3	 dhiq_320K.sdf
 8.9850e+00	 1.7603e+00	 5.6810e-01	 8.6652e-01	 4.9227e-03	 4	 dhiq_320K.sdf
 6.0219e+00	 1.7450e+00	 5.7305e-01	 6.7227e-01	 3.8525e-03	 5	 dhiq_320K.sdf
 4.0370e+00	 1.7419e+00	 5.7408e-01	 4.8553e-01	 2.7873e-03	 6	 dhiq_320K.sdf
 2.7060e+00	 1.7240e+00	 5.8003e-01	 4.1757e-01	 2.4220e-03	 7	 dhiq_320K.sdf
 1.8142e+00	 1.7202e+00	 5.8134e-01	 5.0459e-01	 2.9334e-03	 8	 dhiq_320K.sdf
 1.2149e+00	 1.7243e+00	 5.7995e-01	 4.6967e-01	 2.7239e-03	 9	 dhiq_320K.sdf
 8.1540e-01	 1.7089e+00	 5.8516e-01	 4.1830e-01	 2.4477e-03	 10	 dhiq_320K.sdf
 5.4585e-01	 1.7205e+00	 5.8124e-01	 4.2513e-01	 2.4710e-03	 11	 dhiq_320K.sdf
 3.6593e-01	 1.7146e+00	 5.8323e-01	 4.5394e-01	 2.6475e-03	 12	 dhiq_320K.sdf
 2.4575e-01	 1.7177e+00	 5.8216e-01	 4.6026e-01	 2.6795e-03	 13	 dhiq_320K.sdf
 1.6457e-01	 1.7042e+00	 5.8680e-01	 3.2229e-01	 1.8912e-03	 14	 dhiq_320K.sdf
 1.1045e-01	 1.6925e+00	 5.9085e-01	 4.4611e-01	 2.6358e-03	 15	 dhiq_320K.sdf
 7.3862e-02	 1.7076e+00	 5.8562e-01	 5.3364e-01	 3.1251e-03	 16	 dhiq_320K.sdf

 
 1.9998e+01	 4.0926e+00	 2.4434e-01	 3.5630e-01	 8.7059e-04	 1	 dhiq_369K.sdf
 1.3406e+01	 4.1617e+00	 2.4028e-01	 6.9829e-01	 1.6779e-03	 2	 dhiq_369K.sdf
 8.9850e+00	 4.2505e+00	 2.3526e-01	 1.5420e+00	 3.6278e-03	 3	 dhiq_369K.sdf
 8.9850e+00	 4.1967e+00	 2.3828e-01	 1.1271e+00	 2.6857e-03	 4	 dhiq_369K.sdf
 6.0219e+00	 4.2312e+00	 2.3634e-01	 1.3636e+00	 3.2227e-03	 5	 dhiq_369K.sdf
 4.0370e+00	 4.1896e+00	 2.3869e-01	 9.2004e-01	 2.1960e-03	 6	 dhiq_369K.sdf
 2.7060e+00	 4.0851e+00	 2.4479e-01	 1.0845e+00	 2.6548e-03	 7	 dhiq_369K.sdf
 1.8142e+00	 4.0942e+00	 2.4425e-01	 7.9202e-01	 1.9345e-03	 8	 dhiq_369K.sdf
 1.2149e+00	 4.0162e+00	 2.4899e-01	 9.9862e-01	 2.4865e-03	 9	 dhiq_369K.sdf
 8.1540e-01	 4.0300e+00	 2.4814e-01	 8.4664e-01	 2.1008e-03	 10	 dhiq_369K.sdf
 5.4585e-01	 4.0707e+00	 2.4566e-01	 5.2778e-01	 1.2965e-03	 11	 dhiq_369K.sdf
 3.6593e-01	 4.0919e+00	 2.4439e-01	 7.8184e-01	 1.9107e-03	 12	 dhiq_369K.sdf
 2.4575e-01	 3.9245e+00	 2.5481e-01	 7.6132e-01	 1.9399e-03	 13	 dhiq_369K.sdf
 1.6457e-01	 3.9905e+00	 2.5060e-01	 7.4866e-01	 1.8761e-03	 14	 dhiq_369K.sdf
 1.1045e-01	 3.9124e+00	 2.5560e-01	 7.6085e-01	 1.9447e-03	 15	 dhiq_369K.sdf
 7.3862e-02	 3.9439e+00	 2.5356e-01	 5.3943e-01	 1.3678e-03	 16	 dhiq_369K.sdf
 4.9444e-02	 3.8754e+00	 2.5804e-01	 7.0790e-01	 1.8267e-03	 17	 dhiq_369K.sdf
 3.3310e-02	 3.8861e+00	 2.5733e-01	 5.8409e-01	 1.5030e-03	 18	 dhiq_369K.sdf
 2.2212e-02	 3.7720e+00	 2.6511e-01	 5.5587e-01	 1.4737e-03	 19	 dhiq_369K.sdf
 1.4869e-02	 3.7562e+00	 2.6623e-01	 9.1268e-01	 2.4298e-03	 20	 dhiq_369K.sdf
 9.9244e-03	 3.7326e+00	 2.6791e-01	 7.2621e-01	 1.9456e-03	 21	 dhiq_369K.sdf

 
STELAR Export File
STELAR Export File
